malware_domain,phishtank,alexatop,domaintoolsregistrars,knujon,DomainNameEntropy,registrar_prices,isNotResolves,isBogon,ttlRisk,spamhausreg,SpamhausTld,zonefiles_tld,domain_age,lehigh-typosquat,AlexaLevSim_score,AlexaLevSim_domain,DomainName
FALSE,FALSE,FALSE,0.6,0.16851665,0.049135807,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.75,siliconera.com,siliconpower.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.059100423,0,TRUE,FALSE,0.6,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.482758621,lacountylibrary.org,lebanoncountylegaljournal.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.059100423,0,TRUE,FALSE,0.6,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.482758621,lacountylibrary.org,lebanoncountylegaljournal.org
FALSE,FALSE,FALSE,0.6,0.072653885,0.161184288,0.821765585,TRUE,FALSE,0.5,FALSE,0.048447205,0.012338089,0.467532468,FALSE,0.666666667,captaincart.xyz,x.pankart.xyz
FALSE,FALSE,FALSE,0.6,0.072653885,0.161184288,0.821765585,TRUE,FALSE,0.5,FALSE,0.048447205,0.012338089,0.467532468,FALSE,0.666666667,captaincart.xyz,x.pankart.xyz
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.049069545,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.75,myntassets.com,cdn.tfassets.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.049069545,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.75,myntassets.com,cdn.tfassets.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.064234049,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.103896104,FALSE,0.590909091,trailandsummit.com,supplychain-summit.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.064234049,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.103896104,FALSE,0.590909091,trailandsummit.com,supplychain-summit.com
FALSE,FALSE,FALSE,0.6,0.6,0.065714196,0.6,TRUE,FALSE,0.5,FALSE,0.288198758,0.006350481,0.023376623,FALSE,0.533333333,watanfirst.com,www.thefirst.cn
FALSE,FALSE,FALSE,0.6,0.6,0.065714196,0.6,TRUE,FALSE,0.5,FALSE,0.288198758,0.006350481,0.023376623,FALSE,0.533333333,watanfirst.com,www.thefirst.cn
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.053298671,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.692307692,sellware.com,smokeware.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.053298671,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.692307692,sellware.com,smokeware.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048934821,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.565217391,reverbnation.com,rednecknationstrong.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048934821,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.565217391,reverbnation.com,rednecknationstrong.com
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.065386081,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.6875,newsmeto.com,knowsmetoday.com
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.065386081,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.6875,newsmeto.com,knowsmetoday.com
FALSE,FALSE,FALSE,0.6,0.6,0.189845487,0.6,TRUE,FALSE,0.6,FALSE,0.288198758,0.006350481,0.467532468,FALSE,0.4375,expressjs.com.cn,qc.szsdjscl.cn
FALSE,FALSE,FALSE,0.6,0.6,0.189845487,0.6,TRUE,FALSE,0.6,FALSE,0.288198758,0.006350481,0.467532468,FALSE,0.4375,expressjs.com.cn,qc.szsdjscl.cn
FALSE,FALSE,FALSE,0.6,0.049445005,0.071788762,0.78538648,TRUE,FALSE,0.7,FALSE,0.003726708,0.000347455,0.049350649,FALSE,0.555555556,icegaytube.tv,www.gayporntube.tv
FALSE,FALSE,FALSE,0.6,0.049445005,0.071788762,0.78538648,TRUE,FALSE,0.7,FALSE,0.003726708,0.000347455,0.049350649,FALSE,0.555555556,icegaytube.tv,www.gayporntube.tv
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.050035165,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.642857143,esakal.com,www.esaral.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.050035165,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.642857143,esakal.com,www.esaral.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.060055366,0,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.545454545,FALSE,0.565217391,mediamatters.org,jmedicalcasereports.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.060055366,0,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.545454545,FALSE,0.565217391,mediamatters.org,jmedicalcasereports.org
FALSE,FALSE,FALSE,0.6,0.6,0.039539444,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,1,FALSE,0.555555556,poptropica.com,popup.kooiiapp.com
FALSE,FALSE,FALSE,0.6,0.6,0.039539444,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,1,FALSE,0.555555556,poptropica.com,popup.kooiiapp.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.089233644,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.578947368,visitaccess.com,www.visitazores.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.089233644,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.578947368,visitaccess.com,www.visitazores.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072903523,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.233766234,FALSE,0.625,futureofwork.co,www.futureofworknews.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072903523,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.233766234,FALSE,0.625,futureofwork.co,www.futureofworknews.com
FALSE,FALSE,FALSE,0.6,0.6,0.120238587,0.6,TRUE,FALSE,0.6,FALSE,0.6,2.44E-09,0.101298701,FALSE,0.5,yxj.org.cn,www.bjtxw.org.cn
FALSE,FALSE,FALSE,0.6,0.6,0.120238587,0.6,TRUE,FALSE,0.6,FALSE,0.6,2.44E-09,0.101298701,FALSE,0.5,yxj.org.cn,www.bjtxw.org.cn
FALSE,FALSE,FALSE,0.6,0.166498486,0.125449102,0.801775555,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.8,sgcn.com,sxgxcn.com
FALSE,FALSE,FALSE,0.6,0.166498486,0.125449102,0.801775555,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.8,sgcn.com,sxgxcn.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.06597928,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.044155844,FALSE,0.56,oneroomestudio.com,www.bonsergent-studio.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.06597928,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.044155844,FALSE,0.56,oneroomestudio.com,www.bonsergent-studio.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.069347095,0.78538648,FALSE,0,0.7,FALSE,0.116770186,0.002521342,0.467532468,FALSE,0.407407407,pigwinspath.icu,ufuflfyi.unwillingsloth.icu
FALSE,FALSE,FALSE,0.6,0.049445005,0.069347095,0.78538648,FALSE,0,0.7,FALSE,0.116770186,0.002521342,0.467532468,FALSE,0.407407407,pigwinspath.icu,ufuflfyi.unwillingsloth.icu
FALSE,FALSE,FALSE,0.6,0.6,0.065375472,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.714285714,pandasecurity.com,www.randrsecurity.com
FALSE,FALSE,FALSE,0.6,0.6,0.065375472,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.714285714,pandasecurity.com,www.randrsecurity.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.052457922,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.777777778,uppit.com,u-pic.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.052457922,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.777777778,uppit.com,u-pic.com
FALSE,FALSE,FALSE,0.6,0.6,0.074192197,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.5625,wdwmagic.com,www.demejico.com
FALSE,FALSE,FALSE,0.6,0.6,0.074192197,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.5625,wdwmagic.com,www.demejico.com
FALSE,FALSE,FALSE,0.6,0.072653885,0.035406923,0.821765585,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.75,joblolo.com,doblelol.com
FALSE,FALSE,FALSE,0.6,0.072653885,0.035406923,0.821765585,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.75,joblolo.com,doblelol.com
FALSE,FALSE,FALSE,0.6,0.6,0.034202649,0.6,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.590909091,ielts-mentor.com,mentors.mentorcore.com
FALSE,FALSE,FALSE,0.6,0.6,0.034202649,0.6,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.590909091,ielts-mentor.com,mentors.mentorcore.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.5484783,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.75,098.com,8058.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.5484783,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.75,098.com,8058.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.110653516,0.78538648,TRUE,FALSE,0.7,FALSE,0.053416149,0.000782575,0.023376623,FALSE,0.476190476,hot-sex-tube.com,www.hot-sexy-babes.us
FALSE,FALSE,FALSE,0.6,0.049445005,0.110653516,0.78538648,TRUE,FALSE,0.7,FALSE,0.053416149,0.000782575,0.023376623,FALSE,0.476190476,hot-sex-tube.com,www.hot-sexy-babes.us
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.049293066,0,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.666666667,rarediseases.org,www.renaldiseases.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.049293066,0,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.666666667,rarediseases.org,www.renaldiseases.org
FALSE,FALSE,FALSE,0.6,0.19172553,0.054005766,0.694937507,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.764705882,mondaymovers.com,massbaymovers.com
FALSE,FALSE,FALSE,0.6,0.19172553,0.054005766,0.694937507,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.764705882,mondaymovers.com,massbaymovers.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.073850159,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.072727273,FALSE,0.75,liveramp.com,livewaku.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.073850159,0,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.072727273,FALSE,0.75,liveramp.com,livewaku.com
FALSE,FALSE,FALSE,0.387024609,0.529767911,0.080654397,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.642857143,playful-dc.com,play.jhjac.com
FALSE,FALSE,FALSE,0.387024609,0.529767911,0.080654397,0.6,FALSE,0,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.642857143,playful-dc.com,play.jhjac.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072742005,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.518518519,chatroomgroup.com,www.kochautomotivegroup.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.072742005,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.518518519,chatroomgroup.com,www.kochautomotivegroup.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.067948736,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.588235294,www-creators.com,www.bridgford.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.067948736,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.588235294,www-creators.com,www.bridgford.com
FALSE,FALSE,FALSE,0.6,0.6,0.044843592,0.6,TRUE,FALSE,0.5,FALSE,0.062111801,0.000452009,0.051948052,FALSE,0.666666667,trck.me,sarick.me
FALSE,FALSE,FALSE,0.6,0.6,0.044843592,0.6,TRUE,FALSE,0.5,FALSE,0.062111801,0.000452009,0.051948052,FALSE,0.666666667,trck.me,sarick.me
FALSE,FALSE,FALSE,0.6,0.16851665,0.15735688,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.615384615,website.com,www.diteq.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.15735688,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.615384615,website.com,www.diteq.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.063418758,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.541666667,www.googleapis.com,www.roundhillmeadows.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.063418758,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.541666667,www.googleapis.com,www.roundhillmeadows.com
FALSE,FALSE,FALSE,0.6,0.968718466,0.147372272,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.666666667,qataridiscounts.com,www.r4idiscountfr.com
FALSE,FALSE,FALSE,0.6,0.968718466,0.147372272,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.666666667,qataridiscounts.com,www.r4idiscountfr.com
FALSE,FALSE,FALSE,0.6,0.048435923,0.056857481,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.611111111,whatshash.com,www.mathschase.com
FALSE,FALSE,FALSE,0.6,0.048435923,0.056857481,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.101298701,FALSE,0.611111111,whatshash.com,www.mathschase.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.076183637,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.684210526,doofootball.com,profootballzone.com
FALSE,FALSE,FALSE,0.6,0.049445005,0.076183637,0.78538648,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.684210526,doofootball.com,profootballzone.com
FALSE,FALSE,FALSE,0.6,0.6,0.445664028,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.875,1688.com,8688.com
FALSE,FALSE,FALSE,0.6,0.6,0.445664028,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.875,1688.com,8688.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.0641977,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.545454545,FALSE,0.714285714,tenorshare.com,ejobshire.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.0641977,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.545454545,FALSE,0.714285714,tenorshare.com,ejobshire.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048608684,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.846153846,mangools.com,mangaowls.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.048608684,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.846153846,mangools.com,mangaowls.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.063266988,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.588235294,beyondrm.com,www.beyondcow.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.063266988,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.588235294,beyondrm.com,www.beyondcow.com
FALSE,FALSE,FALSE,0.6,0.6,0.071277601,0.6,TRUE,FALSE,0.7,FALSE,0,0.000404507,0.023376623,FALSE,0.421052632,denniskirk.com,www.enniskerryfc.ie
FALSE,FALSE,FALSE,0.6,0.6,0.071277601,0.6,TRUE,FALSE,0.7,FALSE,0,0.000404507,0.023376623,FALSE,0.421052632,denniskirk.com,www.enniskerryfc.ie
FALSE,FALSE,FALSE,0.6,0.049445005,0.044177656,0.78538648,TRUE,FALSE,0.3,FALSE,0.02484472,0.004295137,0.467532468,FALSE,0.666666667,on2knees.club,ontaminers.club
FALSE,FALSE,FALSE,0.6,0.049445005,0.044177656,0.78538648,TRUE,FALSE,0.3,FALSE,0.02484472,0.004295137,0.467532468,FALSE,0.666666667,on2knees.club,ontaminers.club
FALSE,FALSE,FALSE,0.6,0.6,0.035824205,0.6,FALSE,0,0.7,FALSE,0.288198758,0.006350481,0.545454545,FALSE,0.538461538,zhongmin.cn,getongliao.cn
FALSE,FALSE,FALSE,0.6,0.6,0.035824205,0.6,FALSE,0,0.7,FALSE,0.288198758,0.006350481,0.545454545,FALSE,0.538461538,zhongmin.cn,getongliao.cn
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.047246207,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.631578947,shopperboard.com,bishopsorchards.com
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.047246207,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.631578947,shopperboard.com,bishopsorchards.com
FALSE,FALSE,FALSE,0.6,0.6,0.050828452,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.583333333,eslgamesplus.com,pay.easypaymentsplus.com
FALSE,FALSE,FALSE,0.6,0.6,0.050828452,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.583333333,eslgamesplus.com,pay.easypaymentsplus.com
FALSE,FALSE,FALSE,0.6,0.6,0.140950009,0.6,TRUE,TRUE,0.6,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.615384615,wazirx.com,www.ztarx.com
FALSE,FALSE,FALSE,0.6,0.6,0.140950009,0.6,TRUE,TRUE,0.6,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.615384615,wazirx.com,www.ztarx.com
FALSE,FALSE,FALSE,0.6,0.16851665,0.045167299,0.6,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.75,xrpl.org,dkpl.org
FALSE,FALSE,FALSE,0.6,0.16851665,0.045167299,0.6,TRUE,FALSE,0.7,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.75,xrpl.org,dkpl.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.34790663,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.636363636,pse.com,ppse092.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.34790663,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.467532468,FALSE,0.636363636,pse.com,ppse092.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.049250524,0.415891539,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.666666667,smbc-comics.com,spera-comic.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.049250524,0.415891539,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.666666667,smbc-comics.com,spera-comic.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.03534887,0,TRUE,FALSE,0.5,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.666666667,rubyonrails.org,gunnisontrails.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.03534887,0,TRUE,FALSE,0.5,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.666666667,rubyonrails.org,gunnisontrails.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.061737284,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.588235294,cardschat.com,www.drschalit.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.061737284,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.036363636,FALSE,0.588235294,cardschat.com,www.drschalit.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.067184311,0.415891539,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.571428571,myairbridge.com,www.firebridgeinc.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.067184311,0.415891539,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.571428571,myairbridge.com,www.firebridgeinc.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.073489913,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.736842105,earn2trade.com,blog.earn2trade.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.073489913,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.046753247,FALSE,0.736842105,earn2trade.com,blog.earn2trade.com
FALSE,FALSE,FALSE,0.6,0.943491423,0.065726755,0.239416284,TRUE,FALSE,0.5,FALSE,0.01863354,0.042361141,0.545454545,FALSE,0.47826087,hirensbootcd.org,www.physicsbootcamp.org
FALSE,FALSE,FALSE,0.6,0.943491423,0.065726755,0.239416284,TRUE,FALSE,0.5,FALSE,0.01863354,0.042361141,0.545454545,FALSE,0.47826087,hirensbootcd.org,www.physicsbootcamp.org
FALSE,FALSE,FALSE,0.6,0.049445005,0.054937379,0.78538648,TRUE,FALSE,0.3,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.5625,anagnostis.org,www.myositis.org
FALSE,FALSE,FALSE,0.6,0.049445005,0.054937379,0.78538648,TRUE,FALSE,0.3,FALSE,0.01863354,0.042361141,0.023376623,FALSE,0.5625,anagnostis.org,www.myositis.org
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.062069162,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.578947368,www.googleapis.com,www.gimmesnacks.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.062069162,0,TRUE,FALSE,0.3,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.578947368,www.googleapis.com,www.gimmesnacks.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.129662733,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.611111111,cliquemania.com,uniquemindcare.com
FALSE,FALSE,FALSE,0.161073826,0.031281534,0.129662733,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.611111111,cliquemania.com,uniquemindcare.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.065270736,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.571428571,wow-professions.com,www.prophetiksoul.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.065270736,0,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.571428571,wow-professions.com,www.prophetiksoul.com
FALSE,FALSE,FALSE,0.6,0.6,0.05831884,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.545454545,FALSE,0.647058824,inboundcycle.com,windboundgame.com
FALSE,FALSE,FALSE,0.6,0.6,0.05831884,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.545454545,FALSE,0.647058824,inboundcycle.com,windboundgame.com
FALSE,FALSE,FALSE,0.6,0.6,0.04827418,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.705882353,pintergration.com,ipowermation.com
FALSE,FALSE,FALSE,0.6,0.6,0.04827418,0.6,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.705882353,pintergration.com,ipowermation.com
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.066826079,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.233766234,FALSE,0.666666667,wowroms.com,www.kfrooms.com
FALSE,FALSE,FALSE,0.3098434,0.066599395,0.066826079,0.6,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.233766234,FALSE,0.666666667,wowroms.com,www.kfrooms.com
FALSE,FALSE,FALSE,0.6,0.6,0.060541703,0.6,TRUE,FALSE,0.6,FALSE,0.014906832,0.001625334,0.127272727,FALSE,0.736842105,thesimpledollar.com,thesimplefolk.co
FALSE,FALSE,FALSE,0.6,0.6,0.060541703,0.6,TRUE,FALSE,0.6,FALSE,0.014906832,0.001625334,0.127272727,FALSE,0.736842105,thesimpledollar.com,thesimplefolk.co
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.069911646,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.666666667,freshpreserving.com,freshbikescycling.com
FALSE,FALSE,FALSE,0.097315436,0.272452069,0.069911646,0,TRUE,FALSE,0.5,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.666666667,freshpreserving.com,freshbikescycling.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.057091304,0.415891539,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.051948052,FALSE,0.545454545,www-creators.com,www.caesarheadcoon.com
FALSE,FALSE,FALSE,0.6,0.39556004,0.057091304,0.415891539,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.051948052,FALSE,0.545454545,www-creators.com,www.caesarheadcoon.com
FALSE,FALSE,FALSE,0.6,0.6,0.048597477,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,1,FALSE,0.642857143,startapp.com,steantycip.com
FALSE,FALSE,FALSE,0.6,0.6,0.048597477,0.122601732,TRUE,FALSE,0.7,FALSE,0.060869565,0.626140967,1,FALSE,0.642857143,startapp.com,steantycip.com
FALSE,FALSE,FALSE,0.6,0.6,0.02503299,0.6,TRUE,FALSE,0.7,FALSE,0,2.66468E-05,0.023376623,FALSE,0.666666667,sta.sh,at.sh
FALSE,FALSE,FALSE,0.6,0.6,0.02503299,0.6,TRUE,FALSE,0.7,FALSE,0,2.66468E-05,0.023376623,FALSE,0.666666667,sta.sh,at.sh
FALSE,FALSE,FALSE,0.6,0.6,0.071347612,0.6,TRUE,FALSE,0.6,FALSE,0.060869565,0.626140967,0.023376623,FALSE,0.733333333,video-one.com,videodunkey.com
